Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
BLOC1S2		10q24.31	AMP	2	1144	0.2%	No
TMEM9B		11p15.4	HOMDEL	7	1144	0.6%	No
ZP2		16p12.3-p12.2	AMP	2	1144	0.2%	No
DNAJB14		4q23	AMP	1	1144	<0.1%	No
GAGE12F		Xp11.23	AMP	9	1144	0.8%	No
IGFBP7-AS1		4q12	AMP	19	1144	1.7%	No
ANKRD7		7q31.31	AMP	11	1144	1.0%	No
FMNL1		17q21.31	HOMDEL	1	1144	<0.1%	No
WDR18		19p13.3	HOMDEL	5	1144	0.4%	No
SLIT1		10q24.1	AMP	2	1144	0.2%	No
TUT1		11q12.3	AMP	2	1144	0.2%	No
GPX7		1p32.3	AMP	8	1144	0.7%	No
C2ORF49		2q12.2	HOMDEL	1	1144	<0.1%	No
GNG8		19q13.32	HOMDEL	1	1144	<0.1%	No
SLC25A25-AS1		9q34.11	HOMDEL	4	1144	0.3%	No
WNT2B		1p13.2	HOMDEL	13	1144	1.1%	No
AKR1C6P		10p15.1	HOMDEL	8	1144	0.7%	No
PCP4		21q22.2	AMP	6	1144	0.5%	No
PMS2P3		7q11.23	AMP	11	1144	1.0%	No
SLC30A4		15q21.1	AMP	1	1144	<0.1%	No
POF1B		Xq21.1	AMP	8	1144	0.7%	No
MIEF2		17p11.2	AMP	5	1144	0.4%	No
SNORA74B		5q35.1	HOMDEL	9	1144	0.8%	No
CYP27C1		2q14.3	AMP	4	1144	0.3%	No
SNAI1		20q13.13	HOMDEL	2	1144	0.2%	No
RTN4		2p16.1	HOMDEL	1	1144	<0.1%	No
FGF7P3		9p12	HOMDEL	8	1144	0.7%	No
SEMA6B		19p13.3	AMP	1	1144	<0.1%	No
HBS1L		6q23.3	AMP	5	1144	0.4%	No
SLIT3		5q34-q35.1	AMP	8	1144	0.7%	No
AIDA		1q41	AMP	37	1144	3.2%	No
CTAGE11P		13q22.2	HOMDEL	7	1144	0.6%	No
CLEC11A		19q13.33	AMP	5	1144	0.4%	No
CRTAC1		10q24.2	AMP	1	1144	<0.1%	No
ATCAY		19p13.3	HOMDEL	5	1144	0.4%	No
EMP1		12p13.1	HOMDEL	10	1144	0.9%	No
RFX3		9p24.2	HOMDEL	29	1144	2.5%	No
COG6		13q14.11	AMP	2	1144	0.2%	No
XPO5		6p21.1	AMP	27	1144	2.4%	No
LINC01553		10q21.2	HOMDEL	5	1144	0.4%	No
PCSK1		5q15	AMP	3	1144	0.3%	No
CSN1S1		4q13.3	HOMDEL	1	1144	<0.1%	No
TBC1D2		9q22.33	HOMDEL	6	1144	0.5%	No
KRT10-AS1		17q21.2	HOMDEL	2	1144	0.2%	No
TCP11L2		12q23.3	AMP	1	1144	<0.1%	No
ST6GALNAC5		1p31.1	HOMDEL	4	1144	0.3%	No
SPATA3		2q37.1	HOMDEL	5	1144	0.4%	No
AHCYL1		1p13.3	AMP	1	1144	<0.1%	No
COL5A2		2q32.2	HOMDEL	2	1144	0.2%	No
USP46		4q12	AMP	22	1144	1.9%	No
ZNF702P		19q13.41	AMP	7	1144	0.6%	No
SLC6A15		12q21.31	AMP	2	1144	0.2%	No
LGALS9C		17p11.2	HOMDEL	9	1144	0.8%	No
GPX5		6p22.1	AMP	11	1144	1.0%	No
GPR158		10p12.1	AMP	6	1144	0.5%	No
UNC80		2q34	HOMDEL	2	1144	0.2%	No
ACBD7		10p13	HOMDEL	4	1144	0.3%	No
ZP3		7q11.23	AMP	14	1144	1.2%	No
CGB8		19q13.33	HOMDEL	1	1144	<0.1%	No
KRTAP4-3		17q21.2	HOMDEL	2	1144	0.2%	No
CLDN9		16p13.3	AMP	4	1144	0.3%	No
PABPN1		14q11.2	HOMDEL	2	1144	0.2%	No
GLYCTK		3p21.2	HOMDEL	6	1144	0.5%	No
DNAAF1		16q24.1	AMP	2	1144	0.2%	No
OR8K1		11q12.1	HOMDEL	4	1144	0.3%	No
SDR9C7		12q13.3	AMP	16	1144	1.4%	No
UPRT		Xq13.3	HOMDEL	8	1144	0.7%	No
CRYZ		1p31.1	AMP	8	1144	0.7%	No
AHSA1		14q24.3	HOMDEL	5	1144	0.4%	No
KCNK18		10q25.3	AMP	3	1144	0.3%	No
GJC3		7q22.1	HOMDEL	1	1144	<0.1%	No
KAT2A		17q21.2	HOMDEL	2	1144	0.2%	No
SEMA4D		9q22.2	AMP	3	1144	0.3%	No
GATA6		18q11.2	AMP	25	1144	2.2%	Yes
CACTIN-AS1		19p13.3	HOMDEL	6	1144	0.5%	No
PPP1R8		1p35.3	HOMDEL	4	1144	0.3%	No
ZNF678		1q42.13	AMP	37	1144	3.2%	No
STX17-DT		9q31.1	AMP	2	1144	0.2%	No
EXT2		11p11.2	HOMDEL	2	1144	0.2%	Yes
ACTL6B		7q22.1	AMP	34	1144	3.0%	No
ANKRD13C		1p31.1	HOMDEL	2	1144	0.2%	No
POTEG		14q11.2	HOMDEL	2	1144	0.2%	No
PRPS1		Xq22.3	HOMDEL	2	1144	0.2%	No
PPDPFL		8q11.21	AMP	33	1144	2.9%	No
GPC6		13q31.3-q32.1	HOMDEL	6	1144	0.5%	No
DDX39A		19p13.12	HOMDEL	2	1144	0.2%	No
MIA		19q13.2	HOMDEL	3	1144	0.3%	No
PALS2		7p15.3	AMP	24	1144	2.1%	No
OR52I1		11p15.4	HOMDEL	4	1144	0.3%	No
LRRC8E		19p13.2	HOMDEL	3	1144	0.3%	No
HHIP-AS1		4q31.21	HOMDEL	6	1144	0.5%	No
GATM		15q21.1	AMP	1	1144	<0.1%	No
PCLO		7q21.11	HOMDEL	1	1144	<0.1%	Yes
LINC00324		17p13.1	AMP	2	1144	0.2%	No
OR2T12		1q44	HOMDEL	2	1144	0.2%	No
IFT57		3q13.12-q13.13	HOMDEL	2	1144	0.2%	No
ZNF404		19q13.31	HOMDEL	1	1144	<0.1%	No
LINC02120		5p13.3	HOMDEL	2	1144	0.2%	No
ZFHX2		14q11.2	HOMDEL	3	1144	0.3%	No
FAM162B		6q22.1	HOMDEL	6	1144	0.5%	No
CRYGS		3q27.3	AMP	183	1144	16.0%	No
KLRD1		12p13.2	AMP	15	1144	1.3%	No
FIBIN		11p14.2	AMP	7	1144	0.6%	No
DNAJB9		7q31.1	AMP	16	1144	1.4%	No
SLC25A17		22q13.2	HOMDEL	2	1144	0.2%	No
SEMA4F		2p13.1	AMP	9	1144	0.8%	No
TMEM213		7q34	AMP	10	1144	0.9%	No
GARIN2		14q23.3	AMP	1	1144	<0.1%	No
ESPNL		2q37.3	AMP	6	1144	0.5%	No
GATA3		10p14	AMP	5	1144	0.4%	Yes
H2BC10		6p22.2	HOMDEL	1	1144	<0.1%	No
IGBP1		Xq13.1	HOMDEL	8	1144	0.7%	No
DPY30		2p22.3	AMP	4	1144	0.3%	No
GPR158		10p12.1	HOMDEL	1	1144	<0.1%	No
ACSM2A		16p12.3	AMP	3	1144	0.3%	No
CRYM		16p12.2	AMP	2	1144	0.2%	No
STK33		11p15.4	HOMDEL	5	1144	0.4%	No
KLRC3		12p13.2	AMP	15	1144	1.3%	No
GAGE12J		Xp11.23	AMP	9	1144	0.8%	No
MDFI		6p21.1	AMP	27	1144	2.4%	No
VRTN		14q24.3	HOMDEL	2	1144	0.2%	No
FGF7		15q21.2	HOMDEL	8	1144	0.7%	No
GRB14		2q24.3	HOMDEL	1	1144	<0.1%	No
OR1I1		19p13.1	AMP	8	1144	0.7%	No
HAUS5		19q13.12	HOMDEL	1	1144	<0.1%	No
GATA4		8p23.1	AMP	4	1144	0.3%	Yes
PRSS38		1q42.13	AMP	37	1144	3.2%	No
PPP4R1L		20q13.32	AMP	25	1144	2.2%	No
OR11H1		22q11.1	AMP	8	1144	0.7%	No
GLIS2		16p13.3	AMP	5	1144	0.4%	No
FUT6		19p13.3	HOMDEL	3	1144	0.3%	No
SNORD114-24		14q32.31	HOMDEL	4	1144	0.3%	No
ATP7A		Xq21.1	HOMDEL	5	1144	0.4%	No
ZDHHC15		Xq13.3	AMP	5	1144	0.4%	No
DNAJC9		10q22.2	HOMDEL	2	1144	0.2%	No
KLRC2		12p13.2	AMP	15	1144	1.3%	No
C2ORF80		2q33.3	HOMDEL	2	1144	0.2%	No
HTR2A		13q14.2	HOMDEL	7	1144	0.6%	No
APH1B		15q22.2	AMP	2	1144	0.2%	No
RAPGEF1		9q34.13	AMP	2	1144	0.2%	No
PLEKHJ1		19p13.3	AMP	1	1144	<0.1%	No
GATA1		Xp11.23	AMP	11	1144	1.0%	Yes
ANKRD9		14q32.31	AMP	15	1144	1.3%	No
S100Z		5q13.3	HOMDEL	10	1144	0.9%	No
CRYGC		2q33.3	HOMDEL	3	1144	0.3%	No
ALPK3		15q25.3	HOMDEL	1	1144	<0.1%	No
TSPAN13		7p21.1	HOMDEL	2	1144	0.2%	No
PAN3		13q12.2	HOMDEL	4	1144	0.3%	No
TMCO5A		15q14	HOMDEL	17	1144	1.5%	No
ARHGEF25		12q13.3	AMP	32	1144	2.8%	No
KLRC1		12p13	AMP	15	1144	1.3%	No
ZNF429		19p12	AMP	9	1144	0.8%	No
LINC02138		16q24.3	AMP	1	1144	<0.1%	No
EEF1D		8q24.3	HOMDEL	2	1144	0.2%	No
GEMIN8P4		1p22.2	AMP	7	1144	0.6%	No
MXD3		5q35.3	AMP	11	1144	1.0%	No
EOMES		3p24.1	HOMDEL	2	1144	0.2%	No
TMEM229B		14q23.3-q24.1	AMP	1	1144	<0.1%	No
SNORD114-16		14q32.31	HOMDEL	4	1144	0.3%	No
TSPYL6		2p16.2	AMP	18	1144	1.6%	No
BMPR1B		4q22.3	HOMDEL	1	1144	<0.1%	No
MAGOHB		12p13.2	AMP	16	1144	1.4%	No
SLC35E4		22q12.2	HOMDEL	2	1144	0.2%	No
GATA2		3q21.3	AMP	33	1144	2.9%	Yes
LINC00671		17q21.31	HOMDEL	2	1144	0.2%	No
OR2W5P		1q44	HOMDEL	2	1144	0.2%	No
PTPN6		12p13.31	HOMDEL	6	1144	0.5%	Yes
SLC6A15		12q21.31	HOMDEL	3	1144	0.3%	No
LINC02903		7q31.1	AMP	16	1144	1.4%	No
CALHM4		6q22.1	AMP	1	1144	<0.1%	No
KCNIP2-AS1		10q24.32	HOMDEL	4	1144	0.3%	No
OR1L1		9q33.2	HOMDEL	4	1144	0.3%	No
RPL36		19p13.3	HOMDEL	3	1144	0.3%	No
ZNF792		19q13.11	AMP	56	1144	4.9%	No
RAB6C-AS1		2q21.1	HOMDEL	1	1144	<0.1%	No
RAG2		11p12	HOMDEL	1	1144	<0.1%	No
DCUN1D3		16p12.3	AMP	3	1144	0.3%	No
KLRB1		12p13.31	AMP	17	1144	1.5%	No
SEMA4B		15q26.1	AMP	14	1144	1.2%	No
CALCOCO1		12q13.13	HOMDEL	1	1144	<0.1%	No
ADAM11		17q21.31	AMP	4	1144	0.3%	No
TBC1D10A		22q12.2	HOMDEL	1	1144	<0.1%	No
PRICKLE4		6p21.1	HOMDEL	2	1144	0.2%	No
C9ORF43		9q32	HOMDEL	4	1144	0.3%	No
MORN3		12q24.31	HOMDEL	4	1144	0.3%	No
BORCS7		10q24.32	HOMDEL	6	1144	0.5%	No
TNFAIP8L3		15q21.2	HOMDEL	7	1144	0.6%	No
NDUFAF4P1		15q21.1	AMP	3	1144	0.3%	No
GAS6		13q34	AMP	14	1144	1.2%	No
GRB10		7p12.1	AMP	28	1144	2.4%	No
COG8		16q22.1	HOMDEL	2	1144	0.2%	No
MRFAP1		4p16.1	HOMDEL	4	1144	0.3%	No
ZUP1		6q22.1	AMP	1	1144	<0.1%	No
CACNA1F		Xp11.23	HOMDEL	8	1144	0.7%	No
RNF112		17p11.2	HOMDEL	9	1144	0.8%	No
GNA12		7p22.3-p22.2	HOMDEL	1	1144	<0.1%	Yes
PMS2P2		7q11.23	AMP	10	1144	0.9%	No
UBXN6		19p13	AMP	1	1144	<0.1%	No
XAGE5		Xp11.22	HOMDEL	9	1144	0.8%	No
WTIP		19q13.11	AMP	51	1144	4.5%	No
INSC		11p15.2	AMP	11	1144	1.0%	No
CYLD		16q12.1	HOMDEL	8	1144	0.7%	Yes
CDCA3		12p13.31	AMP	21	1144	1.8%	No
SMCP		1q21.3	AMP	92	1144	8.0%	No
SYNPO2L		10q22.2	HOMDEL	2	1144	0.2%	No
LINC01141		1p36.12	AMP	2	1144	0.2%	No
TMCO6		5q31.3	AMP	3	1144	0.3%	No
GRB14		2q24.3	AMP	7	1144	0.6%	No
GAS8		16q24.3	AMP	1	1144	<0.1%	No
ST6GALNAC3		1p31.1	HOMDEL	3	1144	0.3%	No
DRD5		4p16.1	HOMDEL	4	1144	0.3%	No
FAM162B		6q22.1	AMP	1	1144	<0.1%	No
SNORD109A		15q11.2	HOMDEL	24	1144	2.1%	No
GOLT1B		12p12.1	HOMDEL	6	1144	0.5%	No
ZSCAN31		6p22.1	HOMDEL	2	1144	0.2%	No
SH3D21		1p34.3	AMP	6	1144	0.5%	No
HRK		12q24.22	AMP	2	1144	0.2%	No
ATP6V1F		7q32.1	HOMDEL	1	1144	<0.1%	No
TPM3P9		19q13.42	AMP	7	1144	0.6%	No
OR2T34		1q44	HOMDEL	2	1144	0.2%	No
NSFP1		17q21.31	AMP	6	1144	0.5%	No
GCHFR		15q15.1	HOMDEL	14	1144	1.2%	No
PIK3C2A		11p15.1	HOMDEL	1	1144	<0.1%	No
NFYB		12q23.3	HOMDEL	3	1144	0.3%	No
DSEL-AS1		18q22.1	HOMDEL	13	1144	1.1%	No
HCAR1		12q24.31	HOMDEL	4	1144	0.3%	No
LINC00552		13q34	HOMDEL	18	1144	1.6%	No
TFDP2		3q23	HOMDEL	2	1144	0.2%	No
DCLRE1A		10q25.3	AMP	5	1144	0.4%	No
SLC9A7		Xp11.3	AMP	12	1144	1.0%	No
CHADL		22q13.2	AMP	2	1144	0.2%	No
FIRRE		Xq26.2	AMP	9	1144	0.8%	No
NEUROG3		10q22.1	HOMDEL	4	1144	0.3%	No
ARMH4		14q23.1	AMP	8	1144	0.7%	No
ZAR1		4p11	AMP	14	1144	1.2%	No
NFKB2		10q24.32	HOMDEL	5	1144	0.4%	Yes
ACRV1		11q24.2	HOMDEL	10	1144	0.9%	No
MID2		Xq22.3	HOMDEL	2	1144	0.2%	No
CRADD		12q22	AMP	1	1144	<0.1%	No
DDX59		1q32.1	AMP	35	1144	3.1%	No
GPR155		2q31.1	AMP	14	1144	1.2%	No
TEX50		1q25.1	AMP	56	1144	4.9%	No
C11ORF58		11p15.2	HOMDEL	1	1144	<0.1%	No
COQ8B		19q13.2	HOMDEL	2	1144	0.2%	No
SPATC1L		21q22.3	HOMDEL	5	1144	0.4%	No
CD302		2q24.2	AMP	6	1144	0.5%	No
FAM171A2		17q21.31	AMP	5	1144	0.4%	No
MYL10		7q22.1	HOMDEL	4	1144	0.3%	No
SNORD108		15q11.2	HOMDEL	22	1144	1.9%	No
PCARE		2p23.2	AMP	7	1144	0.6%	No
SLC44A3		1p21.3	HOMDEL	3	1144	0.3%	No
PCDH11X		Xq21.31	HOMDEL	5	1144	0.4%	No
FKBP7		2q31.2	AMP	16	1144	1.4%	No
CISD1		10q21.1	HOMDEL	6	1144	0.5%	No
DTHD1		4p14	HOMDEL	4	1144	0.3%	No
ARHGAP24		4q21.23-q21.3	AMP	1	1144	<0.1%	No
NAIP		5q13.2	HOMDEL	8	1144	0.7%	No
CEP20		16p13.11	HOMDEL	2	1144	0.2%	No
RPF1		1p22.3	HOMDEL	3	1144	0.3%	No
RBM8A		1q21.1	AMP	40	1144	3.5%	No
GJB4		1p34.3	AMP	5	1144	0.4%	No
OXT		20p13	HOMDEL	5	1144	0.4%	No
NEURL4		17p13.1	HOMDEL	10	1144	0.9%	No
CLEC18A		16q22.1	AMP	4	1144	0.3%	No
RXFP3		5p13.2	HOMDEL	1	1144	<0.1%	No
PAQR9		3q23	HOMDEL	2	1144	0.2%	No
PEX11G		19p13.2	AMP	3	1144	0.3%	No
NDUFA12		12q22	HOMDEL	2	1144	0.2%	No
SOCS6		18q22.2	HOMDEL	14	1144	1.2%	No
OR4B1		11p11.2	HOMDEL	2	1144	0.2%	No
ARHGAP25		2p13.3	AMP	12	1144	1.0%	No
CFAP97D1		17q21.31	AMP	5	1144	0.4%	No
AGMAT		1p36.21	HOMDEL	4	1144	0.3%	No
USP44		12q22	HOMDEL	2	1144	0.2%	No
TTC28-AS1		22q12.1	AMP	7	1144	0.6%	No
GALNT15		3p25.1	HOMDEL	4	1144	0.3%	No
AQP7P3		9q21.11	AMP	7	1144	0.6%	No
CYP4F8		19p13.12	HOMDEL	1	1144	<0.1%	No
CRB2		9q33.3	AMP	1	1144	<0.1%	No
FRMD4A		10p13	HOMDEL	4	1144	0.3%	No
FUT2		19q13.33	HOMDEL	1	1144	<0.1%	No
APBA3		19p13.3	HOMDEL	5	1144	0.4%	No
PDE3B		11p15.2	HOMDEL	1	1144	<0.1%	No
ZFR		5p13.3	AMP	104	1144	9.1%	No
ZNF335		20q13.12	HOMDEL	1	1144	<0.1%	No
CTDP1		18q23	HOMDEL	23	1144	2.0%	No
TPTE2		13q12.11	HOMDEL	14	1144	1.2%	No
OAZ2		15q22.31	HOMDEL	2	1144	0.2%	No
TRIM55		8q13.1	AMP	33	1144	2.9%	No
C6ORF118		6q27	HOMDEL	6	1144	0.5%	No
TIFAB		5q31.1	HOMDEL	7	1144	0.6%	No
DPPA4		3q13.13	HOMDEL	3	1144	0.3%	No
CFAP47		Xp21.1	AMP	2	1144	0.2%	No
IRF1-AS1		5q31.1	HOMDEL	7	1144	0.6%	No
C9ORF50		9q34.11	HOMDEL	6	1144	0.5%	No
CLDN24		4q35.1	AMP	1	1144	<0.1%	No
C1ORF87		1p32.1	AMP	12	1144	1.0%	No
CLEC12A		12p13.31	HOMDEL	10	1144	0.9%	No
PLAC9P1		2q21.1	AMP	5	1144	0.4%	No
FAM99B		11p15.5	AMP	2	1144	0.2%	No
CPEB2		4p15.32	HOMDEL	4	1144	0.3%	No
CFLAR		2q33.1	HOMDEL	1	1144	<0.1%	No
PHKG1		7p11.2	HOMDEL	5	1144	0.4%	No
FZD4-DT		11q14.2	AMP	15	1144	1.3%	No
MRPS18C		4q21.23	HOMDEL	3	1144	0.3%	No
LINC02946		2q12.2	AMP	8	1144	0.7%	No
SKA3		13q12.11	HOMDEL	12	1144	1.0%	No
TRIM63		1p36.11	AMP	3	1144	0.3%	No
PRAMEF14		1p36.21	HOMDEL	5	1144	0.4%	No
DEFB106A		8p23.1	HOMDEL	48	1144	4.2%	No
CTTNBP2		7q31.31	HOMDEL	4	1144	0.3%	No
ASB1		2q37.3	AMP	6	1144	0.5%	No
FOXD4L5		9q21.11	AMP	7	1144	0.6%	No
ALKBH3-AS1		11p11.2	AMP	7	1144	0.6%	No
ITGB1BP1		2p25.1	HOMDEL	1	1144	<0.1%	No
NUDT4		12q22	HOMDEL	1	1144	<0.1%	No
CCDC81		11q14.2	HOMDEL	3	1144	0.3%	No
SNORA10		16p13.3	HOMDEL	1	1144	<0.1%	No
ZNF812P		19p13.2	HOMDEL	2	1144	0.2%	No
EOLA2		Xq28	HOMDEL	3	1144	0.3%	No
NADK2		5p13.2	AMP	117	1144	10.2%	No
ACAA1		3p22.2	HOMDEL	2	1144	0.2%	No
AZGP1		7q22.1	AMP	34	1144	3.0%	No
ADGRE4P		19p13.2	AMP	4	1144	0.3%	No
GMFB		14q22.2	HOMDEL	1	1144	<0.1%	No
DSCR8		21q22.13	AMP	4	1144	0.3%	No
CAPN7		3p25.1	HOMDEL	4	1144	0.3%	No
FBXL21P		5q31.1	HOMDEL	7	1144	0.6%	No
RANBP6		9p24.1	HOMDEL	26	1144	2.3%	No
RAB11B-AS1		19p13.2	AMP	2	1144	0.2%	No
DYNC1LI1		3p22.3	HOMDEL	2	1144	0.2%	No
SNORD114-13		14q32.31	HOMDEL	4	1144	0.3%	No
RTL6		22q13.31	HOMDEL	9	1144	0.8%	No
SLC25A51		9p13.2-p13.1	HOMDEL	11	1144	1.0%	No
KDM2B		12q24.31	AMP	1	1144	<0.1%	Yes
ECD		10q22.2	HOMDEL	2	1144	0.2%	No
FAM218A		4q32.3	AMP	1	1144	<0.1%	No
RNF152		18q21.33	HOMDEL	15	1144	1.3%	No
MT1DP		16q13	AMP	2	1144	0.2%	No
C19ORF81		19q13.33	AMP	5	1144	0.4%	No
MSANTD2		11q24.2	HOMDEL	11	1144	1.0%	No
SEC14L4		22q12.2	AMP	8	1144	0.7%	No
JMJD7-PLA2G4B		15q15.1	HOMDEL	15	1144	1.3%	No
ZNF85		19p12	HOMDEL	1	1144	<0.1%	No
GSTA7P		6p12.2	AMP	19	1144	1.7%	No
SCN8A		12q13.13	AMP	4	1144	0.3%	No
SVEP1		9q31.3	AMP	3	1144	0.3%	No
MAGOH-DT		1p32.3	AMP	11	1144	1.0%	No
AZU1		19p13.3	AMP	5	1144	0.4%	No
ISL2		15q24.3	AMP	3	1144	0.3%	No
TBX18		6q14.3	AMP	7	1144	0.6%	No
BIRC7		20q13.33	HOMDEL	1	1144	<0.1%	No
NDUFA4		7p21.3	HOMDEL	2	1144	0.2%	No
YWHAG		7q11.23	AMP	13	1144	1.1%	No
ZNF626		19p12	HOMDEL	1	1144	<0.1%	No
AP1S1		7q22.1	HOMDEL	2	1144	0.2%	No
UGT3A1		5p13.2	AMP	115	1144	10.1%	No
PDE1A		2q32.1	AMP	15	1144	1.3%	No
PRDM2		1p36.21	AMP	2	1144	0.2%	No
NSMCE3		15q13.1	HOMDEL	17	1144	1.5%	No
PPIAL4D		1q21.1	AMP	40	1144	3.5%	No
SYN2		3p25.2	HOMDEL	4	1144	0.3%	No
CT83		Xq23	AMP	10	1144	0.9%	No
FAM205BP		9p13.3	HOMDEL	2	1144	0.2%	No
MAGI3		1p13.2	HOMDEL	16	1144	1.4%	No
RPL22L1		3q26.2	AMP	208	1144	18.2%	No
RNMT		18p11.21	AMP	9	1144	0.8%	No
ASCL3		11p15.4	HOMDEL	7	1144	0.6%	No
KALRN		3q21.1-q21.2	AMP	37	1144	3.2%	No
FAM156B		Xp11.22	AMP	4	1144	0.3%	No
HNRNPA1L2		13q14.3	HOMDEL	7	1144	0.6%	No
CABLES1		18q11.2	AMP	28	1144	2.4%	No
SCN9A		2q24.3	AMP	9	1144	0.8%	No
CLEC3B		3p21.31	HOMDEL	4	1144	0.3%	No
KIAA0586		14q23.1	HOMDEL	2	1144	0.2%	No
MARCHF7		2q24.2	AMP	5	1144	0.4%	No
TMEM54		1p35.1	HOMDEL	1	1144	<0.1%	No
LINC02864		18q22.3	HOMDEL	15	1144	1.3%	No
TBX19		1q24.2	AMP	61	1144	5.3%	No
ANXA1		9q21.13	AMP	2	1144	0.2%	No
ANKRD55		5q11.2	AMP	9	1144	0.8%	No
YWHAH		22q12.3	AMP	7	1144	0.6%	No
TNS4		17q21.2	HOMDEL	3	1144	0.3%	No
PDE1C		7p14.3	AMP	19	1144	1.7%	No
LUZP1		1p36.12	AMP	4	1144	0.3%	No
LRIT1		10q23.1	HOMDEL	6	1144	0.5%	No
RNF133		7q31.32	AMP	8	1144	0.7%	No
NDUFB1		14q31.3	HOMDEL	3	1144	0.3%	No
KANK3		19p13.2	HOMDEL	2	1144	0.2%	No
UNC119		17q11.2	AMP	18	1144	1.6%	No
GINS2		16q24.1	HOMDEL	10	1144	0.9%	No
NOL3		16q22.1	AMP	4	1144	0.3%	No
SLC22A13		3p22.2	HOMDEL	3	1144	0.3%	No
UGT2B4		4q13.3	HOMDEL	1	1144	<0.1%	No
NLRP6		11p15.5	AMP	2	1144	0.2%	No
TTC26		7q34	AMP	11	1144	1.0%	No
DNAJC9-AS1		10q22.2	HOMDEL	2	1144	0.2%	No
SRPRA		11q24.2	HOMDEL	9	1144	0.8%	No
USP6		17p13.2	AMP	1	1144	<0.1%	Yes
GPR146		7p22.3	AMP	33	1144	2.9%	No
GSTT2B		22q11.23	AMP	16	1144	1.4%	No
HELZ		17q24.2	AMP	20	1144	1.7%	No
ANXA2		15q22.2	AMP	1	1144	<0.1%	No
SUV39H2		10p13	AMP	4	1144	0.3%	No
OR51B5		11p15.4	AMP	1	1144	<0.1%	No
LINC00648		14q21.3	HOMDEL	2	1144	0.2%	No
YWHAZ		8q22.3	AMP	47	1144	4.1%	No
URM1		9q34.11	HOMDEL	4	1144	0.3%	No
ENTHD1		22q13.1	AMP	3	1144	0.3%	No
AGAP7P		10q11.22	HOMDEL	6	1144	0.5%	No
PDE2A		11q13.4	AMP	24	1144	2.1%	No
SMYD3		1q44	HOMDEL	3	1144	0.3%	Yes
UNC45B		17q12	AMP	7	1144	0.6%	No
LSP1P3		5p13.3	HOMDEL	1	1144	<0.1%	No
PRKCQ-AS1		10p14	HOMDEL	7	1144	0.6%	No
DZIP3		3q13.13	HOMDEL	2	1144	0.2%	No
SIGLEC11		19q13.33	AMP	3	1144	0.3%	No
HEBP2		6q24.1	HOMDEL	3	1144	0.3%	No
SPAG11A		8p23.1	AMP	3	1144	0.3%	No
GPAA1		8q24.3	AMP	63	1144	5.5%	No
CDKL2		4q21.1	AMP	15	1144	1.3%	No
SCNN1A		12p13	AMP	20	1144	1.7%	No
USP14		18p11.32	AMP	27	1144	2.4%	No
LY6E		8q24.3	HOMDEL	1	1144	<0.1%	No
MME		3q25.2	HOMDEL	1	1144	<0.1%	No
C20ORF204		20q13.33	HOMDEL	1	1144	<0.1%	No
KCNC4		1p13.3	HOMDEL	11	1144	1.0%	No
FRG2C		3p12.3	AMP	1	1144	<0.1%	No
ANXA2P1		4q31.3	AMP	3	1144	0.3%	No
ZNF768		16p11.2	AMP	11	1144	1.0%	No
ZAP70		2q11.2	AMP	17	1144	1.5%	No
PDE3A		12p12.2	AMP	31	1144	2.7%	No
SLC35G3		17q12	AMP	7	1144	0.6%	No
CORO1C		12q24.11	HOMDEL	3	1144	0.3%	No
UCN3		10p15.1	AMP	13	1144	1.1%	No
ZDHHC12-DT		9q34.11	AMP	3	1144	0.3%	No
CCDC9		19q13.32	HOMDEL	2	1144	0.2%	No
CEBPG		19q13.11	HOMDEL	1	1144	<0.1%	No
RNGTT		6q15	AMP	5	1144	0.4%	No
CCT8		21q21.3	HOMDEL	3	1144	0.3%	No
SCNN1B		16p12.2-p12.1	AMP	1	1144	<0.1%	No
SPATA20		17q21.33	AMP	5	1144	0.4%	No
ANXA2P2		9p13.3	AMP	28	1144	2.4%	No
THAP9		4q21.22	AMP	1	1144	<0.1%	No
SF1		11q13.1	AMP	2	1144	0.2%	No
PUM3		9p24.2	AMP	6	1144	0.5%	No
TMEM183A		1q32.1	AMP	40	1144	3.5%	No
ECRG4		2q12.2	AMP	8	1144	0.7%	No
DDIT4L		4q24	HOMDEL	1	1144	<0.1%	No
ACER3		11q13.5	HOMDEL	2	1144	0.2%	No
MYEF2		15q21.1	HOMDEL	9	1144	0.8%	No
FAM226B		Xq13.1	AMP	3	1144	0.3%	No
TOX		8q12.1	HOMDEL	1	1144	<0.1%	No
MYH13		17p13.1	AMP	3	1144	0.3%	No
USP2		11q23.3	AMP	7	1144	0.6%	No
ACTG1P4		1p21.1	AMP	3	1144	0.3%	No
PROCR		20q11.22	AMP	20	1144	1.7%	No
ADGRD2		9q33.3	HOMDEL	5	1144	0.4%	No
YTHDC2		5q22.2	AMP	3	1144	0.3%	No
ETV7		6p21.31	HOMDEL	1	1144	<0.1%	No
MOCS1		6p21.2	HOMDEL	1	1144	<0.1%	No
ANXA2P3		10q21.3	AMP	1	1144	<0.1%	No
IL12B		5q33.3	HOMDEL	4	1144	0.3%	No
KLHL3		5q31.2	HOMDEL	5	1144	0.4%	No
WDR59		16q23.1	AMP	4	1144	0.3%	No
